title,price,year,kms,city,gear,doors,seats,power,color,co2_emiss,fuel_type,warranty,dealer,chassis,height,length,width,trunk_vol,max_speed,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
Opel Insignia 1.5d Dvh S&s Business Elegance At8 122,28.490€,12/2020,269 km,122 cv en Ourense,Automática secuencial,5 puertas,5,122 cv,Negro,106 gr/m,Diesel,SÍ,Profesional,Berlina,146 cm,491 cm,194 cm,490 l,205 km/h,"5,1 l","3,9 l","4,3 l",1.505 kg,62 l,"11,5 s"
Kia Optima 1.7crdi Eco-dynamics Business Dct,12.490€,08/2017,110.000 km,141 cv en Ciudad Real,Automática secuencial,4 puertas,5,141 cv,Negro,116 gr/m,Diesel,SÍ,Profesional,Berlina,147 cm,486 cm,186 cm,510 l,203 km/h,"5,1 l","4,1 l","4,4 l",1.530 kg,70 l,"11,0 s"
Kia Optima 1.7crdi Eco-dynamics Business Dct,11.990€,08/2017,145.000 km,141 cv en Ciudad Real,Automática secuencial,4 puertas,5,141 cv,Negro,116 gr/m,Diesel,SÍ,Profesional,Berlina,147 cm,486 cm,186 cm,510 l,203 km/h,"5,1 l","4,1 l","4,4 l",1.530 kg,70 l,"11,0 s"
Kia Optima 1.7crdi Eco-dynamics Business Dct,11.990€,03/2018,140.000 km,141 cv en Ciudad Real,Automática secuencial,4 puertas,5,141 cv,Azul,116 gr/m,Diesel,SÍ,Profesional,Berlina,147 cm,486 cm,186 cm,510 l,203 km/h,"5,1 l","4,1 l","4,4 l",1.530 kg,70 l,"11,0 s"
Audi A4 2.7tdi Dpf,12.000€,2010,155.656 km,190 cv en Alicante,Manual,4 puertas,5,190 cv,Plateado,159 gr/m,Diesel,No,Particular,Berlina,143 cm,470 cm,183 cm,480 l,226 km/h,"8,1 l","5,7 l","6,6 l",1.645 kg,65 l,"7,9 s"
Renault Talisman 1.6dci Energy Zen 96kw,18.000€,2018,6.000 km,"130 cv en Palmas, Las",Manual,4 puertas,5,130 cv,Gris,102 gr/m,Diesel,No,Particular,Berlina,146 cm,485 cm,187 cm,608 l,205 km/h,"4,5 l","3,5 l","3,9 l",1.430 kg,52 l,"10,4 s"
Mercedes Clase S S 320,3.600€,2000,240.000 km,224 cv en Madrid,Automática,4 puertas,5,224 cv,Rojo,0 gr/m,Gasolina,No,Particular,Berlina,144 cm,504 cm,186 cm,0 l,0 km/h,"17,1 l","8,2 l","11,5 l",1.770 kg,0 l,"8,2 s"
Bmw Serie 3 318d Gran Turismo Sport (4.75),19.400€,2015,95.000 km,143 cv en Madrid,Manual,5 puertas,5,143 cv,Blanco,122 gr/m,Diesel,No,Particular,Berlina,151 cm,482 cm,183 cm,520 l,210 km/h,"5,6 l","4,1 l","4,6 l",1.540 kg,57 l,"9,7 s"
Seat Exeo 1.8 Tsi Style 160,7.399€,2010,141.000 km,160 cv en Madrid,Manual,4 puertas,5,160 cv,Gris,169 gr/m,Gasolina,No,Particular,Berlina,143 cm,466 cm,177 cm,460 l,225 km/h,"10,1 l","5,5 l","7,2 l",1.485 kg,70 l,"8,6 s"
Lexus Is Is 300h Executive,32.900€,11/2019,13.800 km,223 cv en Burgos,Automática continua,4 puertas,5,223 cv,,104 gr/m,Híbrido,SÍ,Profesional,Berlina,143 cm,468 cm,181 cm,450 l,200 km/h,"5,5 l","3,0 l","4,6 l",1.620 kg,66 l,"8,3 s"
Bmw Serie 5 535da Gran Turismo Xdrive,24.900€,06/2012,159.000 km,300 cv en Madrid,Automática secuencial,5 puertas,5,300 cv,Negro,187 gr/m,Diesel,SÍ,Profesional,Berlina,156 cm,500 cm,190 cm,440 l,250 km/h,"8,9 l","6,1 l","7,1 l",2.035 kg,70 l,"6,0 s"
Bmw Serie 3 330d Aut.,9.600€,02/2008,290.000 km,231 cv en Madrid,Automática secuencial,4 puertas,5,231 cv,Gris,175 gr/m,Diesel,SÍ,Profesional,Berlina,142 cm,452 cm,182 cm,460 l,250 km/h,"10,0 l","5,9 l","7,4 l",1.550 kg,60 l,"6,8 s"
Mercedes Clase E E 420 Cdi Aut.,14.900€,08/2007,259.000 km,314 cv en Madrid,Automática,4 puertas,5,314 cv,Gris,246 gr/m,Diesel,SÍ,Profesional,Berlina,145 cm,482 cm,182 cm,530 l,250 km/h,"13,2 l","7,0 l","9,3 l",1.890 kg,80 l,"6,1 s"
