title,price,contract_months,km_year,fuel_type,color,warranty,maintenance,tires,power,co2_emiss,doors,gear,status,chassis,height,length,width,trunk_vol,max_speed,seats,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
MERCEDES Clase A,487,60,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,557,48,45.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,536,48,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,671,36,55.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,714,36,60.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,631,36,50.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,469,60,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,511,48,35.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,567,36,45.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,489,48,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,547,36,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,776,24,55.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,437,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,832,24,60.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,455,60,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,474,48,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,527,36,35.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,482,36,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,458,48,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,500,36,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,442,48,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,591,24,35.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,636,24,45.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,737,24,50.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,624,24,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,430,60,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,471,36,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,427,48,10.000,Diesel,Consultar,Incluido,Incluido,No incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,452,36,15.000,Diesel,Consultar,Incluido,Incluido,No incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,569,24,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,580,24,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,545,24,20.000,Diesel,Consultar,Incluido,Incluido,No incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,442,36,10.000,Diesel,Consultar,Incluido,Incluido,No incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,534,24,15.000,Diesel,Consultar,Incluido,Incluido,No incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,524,24,10.000,Diesel,Consultar,Incluido,Incluido,No incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
NISSAN Leaf,442,60,30.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,459,60,40.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,452,60,35.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,501,48,45.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,617,36,60.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,520,48,50.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,488,48,40.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,564,36,50.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,590,36,55.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,476,48,35.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,466,48,30.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,435,60,25.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,689,24,55.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,525,36,45.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,515,36,40.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,730,24,60.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,426,60,20.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,456,48,25.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,500,36,35.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,416,60,15.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,446,48,20.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,485,36,30.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,474,36,25.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,594,24,45.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,657,24,50.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,568,24,35.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,582,24,40.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,433,48,15.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,424,48,10.000,Eléctrico,BLANCO,Incluido,Incluido,No incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,410,60,10.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,466,36,20.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,448,36,10.000,Eléctrico,BLANCO,Incluido,Incluido,No incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,455,36,15.000,Eléctrico,BLANCO,Incluido,Incluido,No incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,559,24,30.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,550,24,25.000,Eléctrico,BLANCO,Incluido,Incluido,Incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,520,24,10.000,Eléctrico,BLANCO,Incluido,Incluido,No incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,528,24,15.000,Eléctrico,BLANCO,Incluido,Incluido,No incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
NISSAN Leaf,536,24,20.000,Eléctrico,BLANCO,Incluido,Incluido,No incluido,150cv(110Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"154,0 cm","449,0 cm","179,0 cm",400 l,144 km/h,5,"0,0 l","0,0 l","0,0 l",1.545 kg,0 l,"7,0 s"
PEUGEOT 208,477,60,40.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,468,60,35.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,458,60,30.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,421,60,10.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,544,48,50.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,447,60,25.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,436,60,20.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,426,60,15.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,523,48,45.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,495,48,35.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,473,48,25.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,510,48,40.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,483,48,30.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,437,48,15.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
