iter	R2	RMSE
938	0.9826956955	1696.062435
939	0.9827106894	1695.327467
940	0.9827222765	1694.759276
941	0.9827293433	1694.412653
942	0.9827467241	1693.55983
943	0.9827553745	1693.135222
944	0.9827650846	1692.658467
945	0.9827718718	1692.325148
946	0.9827817574	1691.839544
947	0.9827908837	1691.391118
948	0.9827999088	1690.947546
949	0.9828064461	1690.626173
950	0.9828183936	1690.038675
951	0.9828343886	1689.25183
952	0.9828477859	1688.592494
953	0.9828589694	1688.041914
954	0.9828680564	1687.59441
955	0.9828843859	1686.789946
956	0.9828962097	1686.207209
957	0.982909368	1685.558468
958	0.9829155225	1685.254948
959	0.982930045	1684.538527
960	0.982938081	1684.141968
961	0.9829454309	1683.779183
962	0.9829508439	1683.511953
963	0.982967472	1682.690784
964	0.9829795772	1682.092726
965	0.9829882823	1681.662514
966	0.9829956476	1681.298435
967	0.9830105132	1680.563359
968	0.98301738	1680.223702
969	0.9830247136	1679.860877
970	0.9830373277	1679.236617
971	0.9830466733	1678.773966
972	0.9830548117	1678.370973
973	0.9830669626	1677.76911
974	0.9830778968	1677.227327
975	0.9830873275	1676.759901
976	0.9830957371	1676.34298
977	0.9831078558	1675.741984
978	0.9831194906	1675.164785
979	0.9831280027	1674.742374
980	0.9831386296	1674.214872
981	0.983150961	1673.602547
982	0.983164854	1672.912414
983	0.983179993	1672.160061
984	0.9831909764	1671.614013
985	0.9832014704	1671.092136
986	0.9832118712	1670.574725
987	0.9832190486	1670.217577
988	0.9832365167	1669.348045
989	0.9832508549	1668.633977
990	0.9832628268	1668.037521
991	0.9832703871	1667.660748
992	0.9832804615	1667.158546
993	0.9832875744	1666.803886
994	0.9832994106	1666.213543
995	0.9833042876	1665.970236
996	0.9833168536	1665.343173
997	0.9833289448	1664.739582
998	0.9833426566	1664.054822
999	0.9833587386	1663.251341
